rxnID,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
EX_Tn_antigen(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_ac(e),0.987491620405124,0.9966816357350072,0.9944333586722408,0.9884439840740618,0.9783058818024422
EX_acac(e),0.0,4.967611175138099e-05,0.0,0.0038843751011556,0.0
EX_acald(e),0.1107373116715012,0.8194273337837299,0.034354016216900894,0.4838798433302041,0.8695954798558793
EX_acgal(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_acgam(e),0.9870683929404419,0.9966319596232559,0.9942274800456097,0.9842359110478098,0.9783058818024422
EX_acmana(e),0.2972477857789391,0.9544470055239832,0.29467962118332675,0.7885281455345868,0.8814164054091992
EX_acnam(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_ade(e),0.39891505484966133,0.987749870842109,0.32513778031166823,0.9215032531641469,0.9484815871976039
EX_adn(e),0.30379390984946053,0.9601398879306914,0.29765694286076244,0.8070274819538403,0.8838320621402833
EX_adocbl(e),0.9873062653111027,0.9966816357350072,0.9943502153807167,0.9884439840740618,0.9783058818024422
EX_adprib(e),0.000682724596312,0.0006060485633667809,0.0006215950842518,0.0138542711941216,7.603762107528894e-05
EX_ahcys(e),0.39459319190739645,0.2011187060366407,0.32284936019257543,0.5650632829443561,0.937701792148238
EX_akg(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_ala_D(e),0.3918715612768492,0.9815006159837854,0.3216220068415049,0.8930340206519274,0.9459898928454444
EX_ala_L(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alaala(e),0.000682724596312,0.0005563724516154,0.0006215950842518,0.009969896092966,7.603762107528894e-05
EX_alaasp(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alagln(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alaglu(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alagly(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alahis(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alaleu(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alathr(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_alltn(e),0.025430718899732002,0.011147319477009681,0.0107571582414797,0.0368530087722136,0.7967046464835523
EX_amet(e),0.39915292722032203,0.987749870842109,0.3252605156467752,0.9218269510892433,0.9484815871976039
EX_amp(e),0.4118466619092188,0.991068235107101,0.33091030026605806,0.9333829670151811,0.9701757053951613
EX_arab_D(e),0.0200986706950506,0.003536939156698,0.0087617192449004,0.0130612112776355,0.0218169482008328
EX_arab_L(e),0.9873062653111027,0.9966816357350072,0.9943502153807167,0.9884439840740618,0.9783058818024422
EX_arabttr(e),0.3982323302533493,0.9871438222787422,0.32451618522741643,0.9076489819700253,0.9484055495765286
EX_arbt(e),0.9870683929404419,0.9966319596232559,0.9942274800456097,0.9842359110478098,0.9783058818024422
EX_arg_L(e),0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996
EX_arsenb(e),0.026113443496044005,0.0116540158168737,0.0113787533257315,0.042938529764024,0.7967806841046277
EX_asn_L(e),0.3926068031498006,0.9821066645471521,0.3222831939693395,0.9072119897711454,0.9460659304665198
EX_aso3(e),0.2959441216176554,0.9593649405873701,0.2940461484860001,0.7958760884342729,0.8836331945159326
EX_aso4(e),0.2959441216176554,0.9593649405873701,0.2940461484860001,0.7958760884342729,0.8836331945159326
